,Layer Name,Input Feature Map Location,Input upsampling ratio,Input channels,Input rows,Input columns,Input bytes,Output Feature Map Location,Output down sampling location,Output channels,Output rows,Output columns,Output bytes,Filter co-efficient Location,Filter upsampling ratio,Filter grouping,Filter rows,Filter columns,Filter bytes,Input feature map movement time,Filter co-efficient movement time,Output feature map data movement time,Total data movement time,Matrix compute time,Vector compute time,Total compute time,Serial total time,Parallel total time
171,res5c_branch2c,1,1,512,7,7,25088,1,1,2048,7,7,100352,0,1,2048,1,1,1048576,0.0,0.0001048576,0,0.0001048576,5.0176e-05,0.0,5.0176e-05,0.0001550336,0.0001048576
172,bn5c_branch2c,1,1,2048,7,7,100352,1,1,2048,7,7,100352,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.136e-06,3.136e-06,3.136e-06,3.136e-06
173,add_15,1,1,2048,7,7,200704,1,1,2048,7,7,100352,0,0,0,0,0,0,1.00352e-05,0.0,0,1.00352e-05,0.0,6.272e-06,6.272e-06,1.63072e-05,1.00352e-05
174,activation_48,1,1,2048,7,7,100352,1,1,2048,7,7,100352,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.136e-06,3.136e-06,3.136e-06,3.136e-06
175,avg_pool,1,7,2048,7,7,100352,1,1,2048,1,1,2048,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,3.136e-06,3.136e-06,3.136e-06,3.136e-06
176,fc1000,1,1,2048,1,1,2048,1,1,1000,1,1,1000,0,0,0,0,0,0,0.0,0.0,0,0.0,2.064e-06,0.0,2.064e-06,2.064e-06,2.064e-06






Total Input feature map movement time = 0.57 ms
Total Filter co-efficient movement time = 2.35 ms
Total Output feature map data movement time = 0.00 ms
Total data movement time of network = 2.91 ms
Total Matrix compute time = 3.77 ms
Total Vector compute time = 0.99 ms
Total compute time of network = 4.76 ms
Total Serial total time = 7.67 ms
Total Parallel total time = 5.76 ms
